part_date,customer_id,customer_group_by_age,transaction_amount,most_exp_article_id,number_of_articles,number_of_product_groups
2019-12,00023e3dd8618bc63ccad995a5ac62e21177338d642d66b42e0038c6b10f655a,A,0.17110169491525422700,0835543001,9,3
2019-12,00053f544468004bd5b18b25ae8faad7c9a2f71c34e7cdead6494a1e5c59ff89,A,0.02133898305084745700,0718448001,1,1
2019-12,0008d644deb96bdc0ca262f161cf6d5e9a4e619bb75faa76704d7955d5e54f0f,A,0.06100000000000000600,0812218001,1,1
2019-12,000e1a15e1d3bf3371355909e9832a7ebedd4df6c835ea69e34ca84a1d1f313b,A,0.06435593220338982300,0568597023,3,2
2019-12,000f104735bd788b081e67ef264200fa5f6b31659f046a396aea5a4ab78faae5,S,0.01693220338983050800,0757903003,1,1
2019-12,000fb6e772c5d0023892065e659963da90b1866035558ec16fca51b0dcfb7e59,A,0.17677966101694915300,0784175002,5,2
2019-12,001021122bdb55ec4235f35eb50164c268ec7c4bcfff90723dcc5096b877fe7d,A,0.12961016949152542300,0787894001,3,1
2019-12,0012490a3ec4548270be50d130db8fecf95bf682ff5513f7fd4fae0e0efa27b5,A,0.13554237288135591400,0300024016,3,2
2019-12,0019766e0e39e6eca054a9be24fd3492680abcc4ee674bc9ad52f1517531e549,A,0.19066101694915252730,0832177001,7,3
2019-12,001ddeb8fb74fec5693116da83b488e05ee9a9e179f3fd1ff67812cb511ced72,A,0.22879661016949152200,0828917001,11,4
2019-12,001e58859ade093c9288c4c86bedb4d22a510f935b01df0d957211708886a3f0,A,0.05589830508474575700,0664647001,2,2
2019-12,001ec280a03d1e9e930023a72f9b3a7244c6f1fa2eca1bfd9ed866b5e9e4f97c,A,0.06776271186440677200,0658030006,2,2
2019-12,002156b708c7c6dd8afe31a743131d13b1e5dcbf2ce8c4a8f9b9ac59a5d9b76f,A,0.01693220338983050800,0158340001,1,1
2019-12,002187b7b4f50596c69d471cd8cb5acb8f512847790dec45cddd245447f1b4d1,R,0.03388135593220338600,0824821003,1,1
2019-12,0022a3123057bb320272480a9ff697554daf64c802e0170f99b76feb25e34d17,A,0.11862711864406779000,0782562002,1,1
