part_date,customer_id,customer_group_by_age,transaction_amount,most_exp_article_id,number_of_articles,number_of_product_groups
2019-12,0002f2f1deddc6f2504d96d65fa10ecbb22d7a13092b459efa085b5b9fec24c7,A,0.13718644067796609700,0815264002,6,1
2019-12,0004ee708acad44b15ee324daffef7b379a1fdfd9826f39a3aabda9dacaea176,A,0.01693220338983050800,0794575003,1,1
2019-12,00058c11019467570a6918669b768392f7c9277b7ae4d853bab9cd25f1eae6b4,A,0.10335593220338984700,0772829002,2,1
2019-12,00066fdcf5f0da690b898b287d05ce477bd2764ce975d138489da03510a42833,A,0.13211864406779659800,0821683001,5,4
2019-12,000fd548002726b75586e82114771cf408a6070ea71ba05a8b40f32309577c35,A,0.04569491525423728600,0807379003,4,1
2019-12,0012de007f6ec699a2976226a4b68d38433061ae2b3a8d9f6b1895e40af76083,A,0.17788135593220336700,0856440001,5,1
2019-12,00143ec0632e65ee935f083c359df074db8f47cc488934241a1d637d60466172,A,0.01693220338983050800,0158340001,1,1
2019-12,0016640d72ad1bcfe8dc30d8be1da4426d172fc2d8818904e0ff7b95314b21b6,A,0.12198305084745761000,0793886002,3,2
2019-12,0016791478fd7209abe0c4d001b96b304d81f15cb6ad033f20d0e7006e394e58,A,0.01218644067796610100,0560047002,1,1
2019-12,00193822fffee41517b5dde3aec430c01a7037584446da55fdf5498fd2214748,A,0.09740677966101695000,0646490016,4,1
2019-12,001f5299820c00df306221ff581abf9d18507c2e35ecb34aceed093612ac84d3,A,0.08469491525423728000,0774012002,3,2
2019-12,002175bc76143695ec8d82d61089a74eef56b3ce41731066f16457dffff452d8,A,0.15420338983050849000,0811683003,2,1
2019-12,0022ab217d36a559cc54c67544c716a2669d291781253888d0777f5b00a94508,A,0.08471186440677965000,0578626012,2,1
2019-12,0024dea548c64fb75a563e0b300c0b16210decee446f1aa9ed6dcf2cc965d462,R,0.18293220338983049100,0796033003,7,3
2019-12,0027150ffd9c029bf5a7a699d2d7f54749dd9a6c0f6852d5901e6aaad929570e,A,0.04266101694915254100,0733098015,3,2
2019-12,0028694e5d2048e3d35ed29374d29435597306221bd74fcf608ffb3d8e72cfec,S,0.05930508474576271000,0819231003,1,1
2019-12,0028c4674e52ba2e3c2d045a4878370c992c701e1e0fe4851afe647a8a036115,A,0.30155932203389828600,0788006002,8,3
2019-12,002a4664cf9ab4e80dab202fc334c29da08b7d5f75c0206e6e17143575e1a820,R,0.02540677966101694700,0784856001,1,1
2019-12,002bf05ef896248d949a36419fde5458cd31e73f1997d582a7d1a7bb3be34500,S,0.02498305084745762590,0775345001,11,1
2019-12,002c6ef01000772abd545032fd61853b2dc062102994556d0bd14fc8d19ce3b4,A,0.04262711864406779450,0786207001,5,3
2019-12,002e9cd227bbef22ca5a0ea58803d854b3ea0bf8a90c3ec43588f0c7fd88254a,A,0.02057627118644068000,0826500001,1,1
2019-12,002eee4be23177391977b73936103b4251478fd521bed00fde2f33afc1127df0,A,0.02030508474576271400,0710194001,2,1
2019-12,002faf80a68267264102e08eb4f1f21a59236773e4ab9009c948433fdbad28e7,A,0.23999999999999998800,0740208006,5,2
2019-12,0030bed6ae85e5e4f89285f21345b5f5dd0df531ec5a769ab275bbc97b6b1090,A,0.04232203389830508130,0759814010,3,3
2019-12,00367e55f6ef0124035b7abd2efc24e739e616b0d9e99276e9c1dfec5c57f489,A,0.05081355932203389400,0507909003,2,1
2019-12,00374f8d0ebab46116ca2c89d8bb89f97814fdab463fce7884bf8aff371f3c3b,A,0.18122033898305084100,0765210001,8,5
2019-12,0038c7e1a556b3893e698a349af40628f675cca3624c4a353f7f44f597b730cf,A,0.04235593220338982500,0841807004,1,1
