part_date,customer_id,customer_group_by_age,transaction_amount,most_exp_article_id,number_of_articles,number_of_product_groups
2019-12,0000b2f1829e23b24feec422ef13df3ccedaedc85368e6664d04ca30b2f8daff,A,0.02891525423728813450,0722439001,4,2
2019-12,00039306476aaf41a07fed942884f16b30abfa83a2a8bea972019098d6406793,A,0.06433898305084745900,0723087001,5,4
2019-12,000400dcdcf45d8d1ad1bd63be6fbd79a49167adf0cf28792cb97a53dbad3ff2,S,0.01981355932203389700,0537895002,1,1
2019-12,00058592fc65afabbb00b1bb7d33c6b221d00c6a98c62101ee96e12ebddbf0ee,A,0.03894915254237287800,0837028001,2,1
2019-12,00067622de3151a7219b4ed9922def50b51601fbe414183d316697f220aa835e,A,0.02201694915254237600,0640539002,1,1
2019-12,0006bb0fad5c49341bd9cece264271e68e01a4e55f22ec9efffc43b0b3bdbc34,A,0.06776271186440677200,0819139001,2,2
2019-12,0008968c0d451dbc5a9968da03196fe20051965edde7413775c4eb3be9abe9c2,A,0.13535593220338982800,0789119002,6,2
2019-12,000aa9a7d9f776173f87d58e834e4dd36f3a2d7908ae4750690224f1055909f3,A,0.02369491525423728700,0801554001,2,1
2019-12,000ae8a03447710b4de81d85698dfc0559258c93136650efc2429fcca80d699a,A,0.03723728813559322000,0785069001,3,2
2019-12,000bb8a3a8be8ad1039aece8498c0b63f158fa04d8ef95ca66a6de7bef72b2e7,A,0.03388135593220338600,0798791001,1,1
2019-12,000c5c714aefd0d5ed1205e2781070167826ffc117ab9ec579b9f3851392dfad,A,0.18638983050847458000,0812888002,3,1
2019-12,000f4d22ea7b4fc94704b3e6b7fb225b4f9dde7560cd380cb25f496f168ebbf8,A,0.05759322033898305000,0821683002,2,1
2019-12,00125440be6cd148c3599b9c5a2d55f5838c1b0257d35643038c38a60c691fe8,A,0.03049152542372881000,0763270001,1,1
2019-12,00130faf36f2571cf7e08451b317545004a8a85327661ffe0f78d4728047d74f,A,0.07013559322033899000,0841807005,2,2
2019-12,00182fa82ffeb9f163b9d27d15187fc6d31783b551aa7e9491cd24736ca8a15a,A,0.08471186440677965000,0826213001,2,1
2019-12,001b09b8679f1efaefebab00c6d7fdeb036e2ca015605f7034620837e36ac66d,S,0.07225423728813559300,0823317005,3,2
2019-12,001cae0f8d784913b4850af09f2c86ce09cdd177f49f8859ef373cebfd8d1594,S,0.08301694915254237700,0831918001,2,2
2019-12,0020214808da2ebeee7b8eb0fe5bc50bb4f7f52c37ccfff693a080b5d1017134,S,0.02710169491525423600,0794575004,1,1
2019-12,00220f7f41f09fc78954c528be7dff98459c4f1330d4db3690b2e417ea30abb2,S,0.02201694915254237600,0739348004,1,1
