part_date,customer_id,customer_group_by_age,transaction_amount,most_exp_article_id,number_of_articles,number_of_product_groups
2019-12,0001ab2ebc1bb9a21d135e2fefdb11f12bee5c74ab29842a6d2ffd71316bf048,A,0.11513559322033897200,0456163060,7,2
2019-12,0001f8cef6b9702d54abf66fd89eb21014bf98567065a9b5e42f37bc99528cf5,S,0.04518644067796610580,0777070003,5,2
2019-12,0006bfcec82c6c132276c0a5549ae13645c9ab77b0243fe7a76bcd9c66bfc06d,S,0.03723728813559322100,0777273001,3,2
2019-12,000749135ee9aa3a24c2316ea5ae4f495b39c1653c5612bb5b239f1b2a182a2a,A,0.08128813559322033200,0706016001,4,2
2019-12,00095c52dad2eb1e22aca81ce5a0cd135dd071706e0cad4a6b6d6a4de0b9a2c7,S,0.25155932203389829000,0782446001,9,3
2019-12,000c886e014a122bd9066501103e3f4a3ec157af27399a5f6fa2dc540c123356,S,0.03388135593220338600,0553611028,1,1
2019-12,000df6cf5f902e6bb2a45b94d96c82c62324fe04bea329334219946c27c87e03,S,0.04235593220338982500,0487722008,1,1
2019-12,00108c4b7847b71af7540e34b9842b1a18b5c5ee28e9481c07ccbe2dda375363,A,0.03388135593220338600,0788632003,1,1
2019-12,0015e1028e70b159e9bee92455c4782e72fb4ceb3fccb69e5fa0951c2e47bce0,A,0.02879661016949152200,0573085028,1,1
2019-12,00166bfdd4465496fd244a689e8d90e4e8d12cfbb29ba403aa2701dbad8a2824,S,0.08386440677966101000,0839671001,2,2
2019-12,0018ed43d00ce331c1d882559719c80f6bcef9896c719ae44f492681ec42deb0,A,0.01905084745762712000,0795417002,1,1
2019-12,001c1f8d70782f450524d3b3f404474dbd4a7d0d2ad78a0ec7db76248ce08346,A,0.16855932203389829700,0851400001,5,4
2019-12,001cee53326baee3a9e2fe9e4eebda9ca0cf1322fc175cf54b8f4af1107e5163,A,0.04515254237288136000,0123173001,4,2
2019-12,001e4019bd815f027c0b277bb75a74c9b977ad4970576d9dd98aedbe670f2cff,A,0.02438983050847457600,0755360001,1,1
2019-12,00223713fc6c22247d7e5c69a4e4f8ca645ee85c330e7e1f5f92a8f98a100706,A,0.02286440677966101700,0720125001,1,1
2019-12,0022efaae249604b1f068d1b64d1e259beec1fbaf0f1f5d4c285f322dadb792c,A,0.08472881355932205000,0829439002,1,1
2019-12,0023f9e96ae935c11bc2c950f317b73facea404dde95a30d4cad6eb0ab4d7765,R,0.21174576271186440400,0804113002,7,4
