part_date,customer_id,customer_group_by_age,transaction_amount,most_exp_article_id,number_of_articles,number_of_product_groups
2019-12,000226b9ea81019249060b376b516f821a80e9b24f89a72106bf04b4c18b82f3,A,0.13555932203389832000,0821674001,2,1
2019-12,0008d30a148478dc88c69af6c51230ad5802590afc84889af16b661e64407408,A,0.40318644067796606500,0573937001,12,3
2019-12,000989f72a2b8e5da2f4abafc86c2e213816fa2ff2a060ccf17ba290e00c5d85,A,0.32784745762711865700,0762154002,7,1
2019-12,000c1129c847f3885a8b423fb75f8fb83ba43722fe70701597199480b759d9a1,A,0.07284745762711864000,0658030006,2,1
2019-12,000c6b4be3802318b68fe21ac36b119ef6568f42a82f18a87303c74822fd1c79,A,0.04491525423728813830,0564310025,5,2
2019-12,000f7535bdc611ad136a9f04746d6b1431f50a7f60fbbed14ea401d602badb69,A,0.03386440677966101600,0653275008,2,1
2019-12,001143bec624de9df82bd687babb382e00b0285e2371cc9120de5d42c48f1076,A,0.08266101694915253600,0849267002,3,3
2019-12,0014af8e431562a90a9b67913eaf5c183fc67d591c4c37681dfb0f898ea4e0b2,S,0.09827118644067795600,0842463002,2,2
2019-12,00193bbca9d0450ef6f2af004a1cb22917a4937e7dd1dcd7894aafc34c7c1984,A,0.06993220338983050300,0777070004,5,3
2019-12,001aced51fb9e7137a5a11afda1bb107aafe4d02b18030411d9213ecb1d380c4,S,0.01015254237288135700,0786245003,1,1
2019-12,001bf9b4bb1cbd8e24659de883b197deebf276ab7a49589f54b86e9ff98f0554,A,0.20328813559322031600,0413707031,6,1
2019-12,001c42459c8978d55a69fa1528975893b011a6539631f3102e2ca6814821cf10,S,0.02286440677966101700,0760084008,1,1
2019-12,001c45896cbadc098dd6b526ec66c81b2b18bfed057ba0cfbbcfb119d5cb1e33,A,0.03388135593220338600,0752814003,1,1
2019-12,00201f34c8c92683263346d78c2b45ffd0c6927229542d8040a5c5c38b174eb6,A,0.20162711864406777900,0820139001,4,3
2019-12,0022c56940b4baff4c5f49bf123acc71e625b2bb72cccd27bc9bcd7810e93da6,A,0.16577966101694913700,0783244005,5,2
2019-12,00250644a9628fb8c4aebabf555d3caabe44c99c74fbcf67634584f98c6d0098,A,0.09823728813559321100,0826492003,4,2
2019-12,002970d3135c64015247d0d2c99b1e25c0d2d9fb2c0a7c0d937daa3b8b5eada6,S,0.06267796610169491100,0777143001,2,2
2019-12,002cf96a2e882620182534ca963f8b43f9aafa2b668c09171989583562ed0950,A,0.45405084745762706000,0789690004,11,3
2019-12,0031ec29a8ec802f8e9e85c038c9c003168eea6345c17139b63bd43e01f80348,A,0.27444067796610170100,0697031002,8,4
2019-12,00325b3b16a64b43854f4b761109f5621eddc9c8891a76a1d9da6aa5bb0f8d26,A,0.17113559322033900300,0784265001,3,1
2019-12,0032d1f1d796a9470175cfd1b6d4bc5beec4bf5f61305846c9e05ada72eb1a58,S,0.01371186440677966000,0821992002,1,1
2019-12,00357b192b81fc83261a45be87f5f3d59112db7d117513c1e908e6a7021edc35,A,0.32015254237288133500,0735439001,11,4
2019-12,0038b19f68a5dc68ef5e1cf340a9e4da0a6cc57c834ed5385e212ed899832ced,A,0.02201694915254237600,0837114001,1,1
2019-12,003c2bf95725deb5f90bb22e2d34ab0dea024061a08c16bf98ea897591c82d7d,A,0.02845762711864406300,0814686001,1,1
2019-12,003d9d63079d263483ea466ffad80a61f720917c42dd355ed42b222f029910dd,A,0.11010169491525422700,0543054005,4,2
2019-12,0040adcc105cd27e257dbef001f6aa1d18e16169248ed0da24982afaf80b0665,A,0.02710169491525423600,0804664004,1,1
2019-12,004534b4a1d1817305c1b4ac1db9dbf6e9b140c69a31683126b8d5840f6c9ee7,A,0.03555932203389830500,0762846006,2,1
2019-12,0047586da2765f82eb7f440841e06184995e2486bdd4f49313094068d52a6d80,A,0.01015254237288135700,0679854001,1,1
