part_date,customer_id,customer_group_by_age,transaction_amount,most_exp_article_id,number_of_articles,number_of_product_groups
2019-12,00015c1a121e08bbd2552c15fbbb6e6b19d3bf8f7b6a3d60c6d7be26f06264d6,A,0.04233898305084745500,0762846006,2,1
2019-12,0002cca4cc68601e894ab62839428e5f0696417fe0f9e84551c6827a7629d441,A,0.04235593220338982500,0852785004,1,1
2019-12,000ab6e1f39b83d936d5855c412d9695f40331c3e9d632d70f6e823ff7aa2b16,A,0.02132203389830508400,0787153002,2,1
2019-12,000b2018cebd824b6abdcbe9a9178067124ea4516a2d8cb3b222643397a54b0a,S,0.06776271186440677200,0706016015,2,1
2019-12,000cd8e6ca5040a306e4c00058de9176394c24451befe02c27d51bd5785ddfa2,A,0.01354237288135593100,0781833001,1,1
2019-12,000d1ded1eefe83829e930cf215979a065070c5d98333e9e8f65f4c38b890d63,A,0.10840677966101694500,0770345002,4,2
2019-12,000e1cab2de715739c1844ceb31fea04cbb342887586d1d4bd2202e7b9033387,A,0.02540677966101694700,0733101004,1,1
2019-12,000ed4cabda96069b547ae531c66de5f1bf6a7e5b83aa8ecc5abe84a9f6779e0,A,0.02710169491525423600,0752814014,1,1
2019-12,00126ffd9cf7c76d817fa0df133eac875e103f767504bae6d9ce29c50c4ed1ba,R,0.11362711864406779500,0715424003,6,2
2019-12,0012caba0480af1eaf24af3cc5be615c760e1ae09437283bad68d3b0d134ecb3,A,0.06098305084745762000,0703152001,2,2
2019-12,001529133de5f0cca01358473a1af5dd4ec3b8ba9c58e7b66957b81d6978def4,S,0.02540677966101694700,0740922001,1,1
2019-12,00159bfc26c2cf788c09789f006fa698b24d0f1dbd83095a7b22e06c9d0fcb92,A,0.06100000000000000600,0820168001,1,1
2019-12,0015f16aa2702e2ec13d2e38052f496b9b915d3c64e82cdb9ce11b9324c32b34,A,0.02879661016949152200,0828114001,1,1
2019-12,0018a4640de2338492de0fcc8325d6f6687d0c7980d804d8d8e4c5bfd24456d7,A,0.12201694915254235000,0783129002,1,1
2019-12,001ae5408a043f64bccd32beffe2730151414cbdf18a6eb3cc8d30bdca605652,A,0.41994915254237287400,0811598001,13,5
2019-12,001aede537161ffc08859b45559b2ded2ed119ca7c9b4aee444c3d14ee867fda,A,0.17789830508474575400,0796046002,4,2
2019-12,001b219dc92b964f2bc708fcdc8248e4911b7459aa1fd3a5f20eb3201b477e29,A,0.12532203389830507700,0723912001,6,5
2019-12,001eacd7b51c28d306e48b93b28d5f209a1da073bb94c7c540025a38cb2ed3da,A,0.12191525423728813800,0562245046,7,2
2019-12,00214be842e883171f069a76195c40426688efc6ed2386e0673f2ac89a32b9d6,A,0.06098305084745762100,0744287001,2,2
2019-12,0025a11bd1c46ab6ad2affaca3d1d4f68a62cd2cc3d5cfba24ac2e8ae0f8e010,A,0.07110169491525423300,0761717001,5,3
2019-12,0029b6cb51297d54d3a7a236839da0dd8cedb21ac1da0b2f8f72a99201ad1ad8,A,0.15415254237288134000,0693246011,6,3
2019-12,002ade4ba296bf4135587b454e83a22fac2f63c9379c5031b594fcbb2288bbc6,A,0.06098305084745762000,0658495004,2,1
2019-12,002c854e07a3962008b101821da001b3e7492b30e3b96656d613d6d3cb1493a7,S,0.03388135593220338600,0685814033,1,1
2019-12,002e3f2f5e51a14d0c7f1980309c6fc3f7372b11696ea5fdf76727d19d8d66d3,A,0.00845762711864406700,0156231001,1,1
2019-12,002ec67719d49448f54e88e41c15b9132a84a3fccd5972635ee7d5099651dd61,A,0.08235593220338984000,0661794001,1,1
2019-12,0031bdee97e2b3952c5cdd8f503d55f346f8c415537ab2743dde8f9066433f18,A,0.12871186440677965400,0759637001,6,4
2019-12,003321e51fc5320280c4e54d60fedc6b43369f614e286957eae6c910077e6207,S,0.13718644067796609200,0707269004,6,2
2019-12,00342c6b8ff83f7e5cdc3150630831662e98be97da3dd30ac3d23f1312e61e60,A,0.06679661016949152500,0669562006,7,2
2019-12,0034e7bc40063a87fec2b61b82451819ed2de009e3e2f1a3ec93e53db115970d,A,0.10162711864406778800,0706016003,4,2
2019-12,0035ad0d8577c6cf63b20c7fc09f69f0e752bbad5f82db07805d3987d55fb4b5,A,0.04233898305084745300,0715828011,2,2
2019-12,003674ac8ee73aed80be56efca972ddaeaea1ff884f7b474de417ba65885cbd7,A,0.01693220338983050800,0757903013,1,1
2019-12,00388ce7aa95b34a22520755e712bfdbb525b2e5ee82193d5bba6eddebfbe20b,A,0.16335593220338981500,0839674001,4,3
